"ид_канала_данных","тип_инж_системы","тип_датчика","тег_инженерной_системы","название_датчика","ид_объект"
289206,Пожарная охрана,Датчик дыма,"914-1.1.910.73.",Дым ПК300+9,5677
289207,Пожарная охрана,Датчик дыма,"914-1.1.910.74.",Дым ПК296+4,5677
289208,Пожарная охрана,Датчик дыма,"914-1.1.910.75.",Дым ПК294+7,5677
289209,Пожарная охрана,Датчик дыма,"914-1.1.910.76.",Дым ПК293+8,5677
289210,Пожарная охрана,Датчик дыма,"914-1.1.910.77.",Дым ПК292,5677
289211,Пожарная охрана,Датчик дыма,"914-1.1.910.78.",Дым ПК291+3,5677
289212,Пожарная охрана,Датчик дыма,"914-1.1.910.79.",Дым ПК289+6,5677
289213,Пожарная охрана,Датчик дыма,"914-1.1.910.80.",Дым ПК288+7,5677
289184,Пожарная охрана,Датчик дыма,"914-1.1.909.67.",Дым ПК349+2,5677
289185,Пожарная охрана,Датчик дыма,"914-1.1.909.68.",Дым ПК348+1,5677
289186,Пожарная охрана,Датчик дыма,"914-1.1.909.69.",Дым ПК347+1,5677
289187,Пожарная охрана,Датчик дыма,"914-1.1.909.70.",Дым ПК346+1,5677
289188,Пожарная охрана,Датчик дыма,"914-1.1.909.71.",Дым ПК345+1,5677
289189,Пожарная охрана,Датчик дыма,"914-1.1.909.72.",Дым ПК344+2,5677
289190,Пожарная охрана,Датчик дыма,"914-1.1.909.73.",Дым ПК343+2,5677
289191,Пожарная охрана,Датчик дыма,"914-1.1.909.74.",Дым ПК342+3,5677
289192,Пожарная охрана,Датчик дыма,"914-1.1.909.75.",Дым ПК336+1,5677
289193,Пожарная охрана,Датчик дыма,"914-1.1.909.76.",Дым ПК335+1,5677
289194,Пожарная охрана,Датчик дыма,"914-1.1.909.77.",Дым ПК334+2,5677
289195,Пожарная охрана,Датчик дыма,"914-1.1.909.78.",Дым ПК333+1,5677
289196,Пожарная охрана,Датчик дыма,"914-1.1.909.79.",Дым ПК332+2,5677
289197,Пожарная охрана,Датчик дыма,"914-1.1.909.80.",Дым ПК331+2,5677
289198,Пожарная охрана,Датчик дыма,"914-1.1.909.81.",Дым ПК330+1,5677
287624,Пожарная охрана,Датчик дыма,"914-1.1.908.62.",Дым ПК383+4,5677
289176,Пожарная охрана,Датчик дыма,"914-1.1.908.63.",Дым ПК383,5677
289177,Пожарная охрана,Датчик дыма,"914-1.1.908.64.",Дым ПК382+5,5677
289178,Пожарная охрана,Датчик дыма,"914-1.1.908.65.",Дым ПК382,5677
289179,Пожарная охрана,Датчик дыма,"914-1.1.908.66.",Дым ПК380+4,5677
289180,Пожарная охрана,Датчик дыма,"914-1.1.908.67.",Дым ПК379+4,5677
289181,Пожарная охрана,Датчик дыма,"914-1.1.908.68.",Дым ПК378+5,5677
289182,Пожарная охрана,Датчик дыма,"914-1.1.908.69.",Дым ПК377+7,5677
289183,Пожарная охрана,Датчик дыма,"914-1.1.908.70.",Дым ПК376+8,5677
289234,Пожарная охрана,Датчик дыма,"914-1.1.912.61.",Дым ПК235+5,5677
289235,Пожарная охрана,Датчик дыма,"914-1.1.912.62.",Дым ПК235+5,5677
289236,Пожарная охрана,Датчик дыма,"914-1.1.912.63.",Дым ПК234,5677
289237,Пожарная охрана,Датчик дыма,"914-1.1.912.64.",Дым ПК233+1,5677
289238,Пожарная охрана,Датчик дыма,"914-1.1.912.65.",Дым ПК229,5677
289239,Пожарная охрана,Датчик дыма,"914-1.1.912.66.",Дым ПК228,5677
289240,Пожарная охрана,Датчик дыма,"914-1.1.912.67.",Дым ПК226,5677
289241,Пожарная охрана,Датчик дыма,"914-1.1.912.68.",Дым ПК225,5677
289242,Пожарная охрана,Датчик дыма,"914-1.1.912.69.",Дым ПК224+3,5677
289243,Пожарная охрана,Датчик дыма,"914-1.1.912.70.",Дым ПК222+7,5677
289244,Пожарная охрана,Датчик дыма,"914-1.1.912.71.",Дым ПК221+4,5677
289245,Пожарная охрана,Датчик дыма,"914-1.1.912.72.",Дым ПК220+4,5677
289246,Пожарная охрана,Датчик дыма,"914-1.1.912.73.",Дым ПК219+5,5677
289247,Пожарная охрана,Датчик дыма,"914-1.1.912.74.",Дым ПК218+6,5677
289248,Пожарная охрана,Датчик дыма,"914-1.1.912.75.",Дым ПК217+8,5677
289249,Пожарная охрана,Датчик дыма,"914-1.1.912.76.",Дым ПК216+5,5677
289250,Пожарная охрана,Датчик дыма,"914-1.1.912.77.",Дым ПК215+5,5677
289251,Пожарная охрана,Датчик дыма,"914-1.1.912.78.",Дым ПК211+5,5677
289252,Пожарная охрана,Датчик дыма,"914-1.1.912.79.",Дым ПК210+6,5677
289253,Пожарная охрана,Датчик дыма,"914-1.1.912.80.",Дым ПК209+8,5677
289214,Пожарная охрана,Датчик дыма,"914-1.1.911.62.",Дым ПК277+2,5677
289215,Пожарная охрана,Датчик дыма,"914-1.1.911.63.",Дым ПК276+2,5677
289216,Пожарная охрана,Датчик дыма,"914-1.1.911.64.",Дым ПК275+3,5677
289217,Пожарная охрана,Датчик дыма,"914-1.1.911.65.",Дым ПК274,5677
289218,Пожарная охрана,Датчик дыма,"914-1.1.911.66.",Дым ПК273+5,5677
289219,Пожарная охрана,Датчик дыма,"914-1.1.911.67.",Дым ПК272+7,5677
289220,Пожарная охрана,Датчик дыма,"914-1.1.911.68.",Дым ПК271+8,5677
289221,Пожарная охрана,Датчик дыма,"914-1.1.911.69.",Дым ПК267+5,5677
289222,Пожарная охрана,Датчик дыма,"914-1.1.911.70.",Дым ПК266+5,5677
289223,Пожарная охрана,Датчик дыма,"914-1.1.911.71.",Дым ПК265+5,5677
289224,Пожарная охрана,Датчик дыма,"914-1.1.911.72.",Дым ПК263,5677
289225,Пожарная охрана,Датчик дыма,"914-1.1.911.73.",Дым ПК261+1,5677
289226,Пожарная охрана,Датчик дыма,"914-1.1.911.74.",Дым ПК260+5,5677
289227,Пожарная охрана,Датчик дыма,"914-1.1.911.75.",Дым ПК259+8,5677
289228,Пожарная охрана,Датчик дыма,"914-1.1.911.76.",Дым ПК258+9,5677
289229,Пожарная охрана,Датчик дыма,"914-1.1.911.77.",Дым ПК258+1,5677
289230,Пожарная охрана,Датчик дыма,"914-1.1.911.78.",Дым ПК257+1,5677
289231,Пожарная охрана,Датчик дыма,"914-1.1.911.79.",Дым ПК256+1,5677
289232,Пожарная охрана,Датчик дыма,"914-1.1.911.80.",Дым ПК255+2,5677
289233,Пожарная охрана,Датчик дыма,"914-1.1.911.81.",Дым ПК254+2,5677
285823,Охранная подсистема,КД Дверь,"914-1.1.293.1.",КД шкаф ДУ,5678
285825,Диагностическая подсистема,ИБП,"914-1.1.293.3.",ИБП питание от батарей шкаф АКМ и ДУ,5678
285824,Охранная подсистема,КД Дверь,"914-1.1.293.2.",КД шкаф АКМ и ДУ,5678
285796,Диагностическая подсистема,ИБП,"914-1.1.291.2.",ИБП питание от батарей шкаф ОПС,5678
285795,Охранная подсистема,КД Дверь,"914-1.1.291.1.",КД шкаф ОПС ДП,5678
286875,Диагностическая подсистема,ИБП,"914-1.1.220.2.",ИБП питание от батарей ПК146 ур.2 шкаф ОПС,5678
286874,Охранная подсистема,КД Дверь,"914-1.1.220.1.",КД шкаф ПК146 ОПС ур.2,5678
286944,Диагностическая подсистема,ИБП,"914-1.1.240.6.",ИБП питание от батарей ПК399 шкаф АКМ и ДУ,5678
286943,Охранная подсистема,КД Дверь,"914-1.1.240.5.",КД шкаф ПК399 АКМ и ДУ,5678
286942,Охранная подсистема,КД Дверь,"914-1.1.240.4.",КД шкаф ПК399 ДУ,5678
286941,Диагностическая подсистема,ИБП,"914-1.1.240.2.",ИБП питание от батарей ПК399 шкаф ОПС,5678
286940,Охранная подсистема,КД Дверь,"914-1.1.240.1.",КД шкаф ПК399 ОПС,5678
287000,Охранная подсистема,КД Дверь,"914-1.1.258.1.",КД шкаф ПК270 ОПС ур.1,5678
287001,Диагностическая подсистема,ИБП,"914-1.1.258.2.",ИБП питание от батарей ПК270 ур.1 шкаф ОПС,5678
331519,Диспетчерский контроль,Состояние охраны,"1044-g1.",Ленинский 131,5961
330706,Охранная подсистема,КД АВ,"1044-1.1.240.1.",МРСБ АВ ПК1195 ур.2,5961
330707,Охранная подсистема,Датчик движения,"1044-1.1.240.2.",ОД АВ ПК1195 ур.2,5961
330711,Температурная подсистема,Датчик температуры,"1044-1.1.240.6.",ТЕМП ПК1195 ур.1,5961
330709,Охранная подсистема,КД Дверь,"1044-1.1.240.4.",КД отс.дверь ПК1195 ур.1,5961
330710,Диспетчерский контроль,Датчик затопления,"1044-1.1.240.5.",Затопление ПК1195 ур.1,5961
330695,Охранная подсистема,КД Дверь,"1044-1.1.239.4.",КД дверь в ВК ПК1172,5961
330696,Охранная подсистема,КД Дверь,"1044-1.1.239.5.",КД отс.дверь ПК1172,5961
330683,Охранная подсистема,КД Дверь,"1044-1.1.238.2.",КД отс.дверь ПК1153 ур.1,5961
330682,Охранная подсистема,КД Дверь,"1044-1.1.238.1.",КД дверь ПК1153 ур.2,5961
330669,Охранная подсистема,КД Дверь,"1044-1.1.237.4.",КД дверь в ВК ПК1153 ур.3 к АВ,5961
330672,Охранная подсистема,КД Дверь,"1044-1.1.237.7.",КД дверь в ВК ПК1153 ур.3 к ВШ,5961
330673,Охранная подсистема,КД Дверь,"1044-1.1.237.8.",КД дверь ПК1153 ур.3 кам у ВШ,5961
330670,Охранная подсистема,КД Дверь,"1044-1.1.237.5.",КД отс.дверь ПК1153 ур.3,5961
330666,Охранная подсистема,КД АВ,"1044-1.1.237.1.",МРСБ АВ ПК1153 ур.3,5961
330667,Охранная подсистема,Датчик движения,"1044-1.1.237.2.",ОД АВ ПК1153 ур.3,5961
330671,Охранная подсистема,Датчик движения,"1044-1.1.237.6.",ОД ВШ ПК1153,5961
330656,Охранная подсистема,Датчик движения,"1044-1.1.236.2.",ОД ВШ ПК1138,5961
330657,Охранная подсистема,Датчик движения,"1044-1.1.236.3.",ОД ВШ ПК1138+2,5961
330641,Охранная подсистема,КД АВ,"1044-1.1.235.1.",МРСБ АВ ПК1111,5961
330642,Охранная подсистема,Датчик движения,"1044-1.1.235.2.",ОД АВ ПК1111,5961
330646,Охранная подсистема,Датчик движения,"1044-1.1.235.6.",ОД ВШ ПК1110,5961
330645,Охранная подсистема,КД Дверь,"1044-1.1.235.5.",КД отс.дверь ПК1110,5961
330644,Охранная подсистема,КД Дверь,"1044-1.1.235.4.",КД дверь в ВК ПК1110,5961
330631,Диспетчерский контроль,Датчик затопления,"1044-1.1.234.1.",Затопление ПК1090 АНС,5961
330632,Температурная подсистема,Датчик температуры,"1044-1.1.234.2.",ТЕМП ПК1090 АНС,5961
330620,Охранная подсистема,Датчик движения,"1044-1.1.233.1.",ОД ПК1089 щит.,5961
330607,Охранная подсистема,КД Дверь,"1044-1.1.232.3.",КД дверь ПК1089 щит.,5961
330606,Температурная подсистема,Датчик температуры,"1044-1.1.232.2.",ТЕМП ПК1089 щит.,5961
330593,Охранная подсистема,КД Дверь,"1044-1.1.231.5.",КД дверь в ВК ПК1086 к АВ,5961
330594,Охранная подсистема,КД Дверь,"1044-1.1.231.6.",КД отс.дверь ПК1087,5961
330596,Охранная подсистема,КД Дверь,"1044-1.1.231.8.",КД отс.дверь ПК1088,5961
330589,Охранная подсистема,КД АВ,"1044-1.1.231.1.",МРСБ АВ ПК1086,5961
330590,Охранная подсистема,Датчик движения,"1044-1.1.231.2.",ОД АВ ПК1086,5961
330595,Охранная подсистема,Датчик движения,"1044-1.1.231.7.",ОД ВШ ПК1087,5961
330577,Охранная подсистема,КД Дверь,"1044-1.1.229.1.",КД отс.дверь ПК1065,5961
330580,Охранная подсистема,Датчик движения,"1044-1.1.229.4.",ОД ВШ ПК1065,5961
330579,Охранная подсистема,Датчик движения,"1044-1.1.229.3.",ОД ВШ ПК1066,5961
330553,Охранная подсистема,КД Дверь,"1044-1.1.227.2.",МРСБ дверь ПК1050 Г1 ПК0 в ДП,5961
330552,Охранная подсистема,Датчик движения,"1044-1.1.227.1.",ОД ВШ ПК1050 Г1 ПК0,5961
330541,Охранная подсистема,КД АВ,"1044-1.1.226.1.",МРСБ АВ ПК1050 Г1 ПК19,5961
330542,Охранная подсистема,Датчик движения,"1044-1.1.226.2.",ОД АВ ПК1050 Г1 ПК19,5961
330527,Охранная подсистема,КД АВ,"1044-1.1.225.1.",МРСБ АВ ПК1045,5961
330528,Охранная подсистема,Датчик движения,"1044-1.1.225.2.",ОД АВ ПК1045,5961
330532,Охранная подсистема,Датчик движения,"1044-1.1.225.6.",ОД ВШ ПК1045,5961
330531,Охранная подсистема,КД Дверь,"1044-1.1.225.5.",КД отс.дверь ПК1045,5961
330530,Охранная подсистема,КД Дверь,"1044-1.1.225.4.",КД дверь в ВК ПК1045,5961
330518,Охранная подсистема,КД АВ,"1044-1.1.224.7.",МРСБ АВ ПК1025,5961
330517,Охранная подсистема,Датчик движения,"1044-1.1.224.6.",ОД АВ ПК1025,5961
330512,Охранная подсистема,КД АВ,"1044-1.1.224.1.",МРСБ АВ ПК1026,5961
330513,Охранная подсистема,Датчик движения,"1044-1.1.224.2.",ОД АВ ПК1026,5961
330516,Охранная подсистема,КД Дверь,"1044-1.1.224.5.",КД отс.дверь ПК1025,5961
330515,Охранная подсистема,КД Дверь,"1044-1.1.224.4.",КД дверь в ВК ПК1025,5961
330484,Охранная подсистема,КД АВ,"1044-1.1.223.1.",МРСБ АВ ПК1002,5961
330485,Охранная подсистема,Датчик движения,"1044-1.1.223.2.",ОД АВ ПК1002,5961
330489,Охранная подсистема,Датчик движения,"1044-1.1.223.6.",ОД ВШ ПК1000,5961
330488,Охранная подсистема,КД Дверь,"1044-1.1.223.5.",КД отс.дверь ПК1001,5961
330487,Охранная подсистема,КД Дверь,"1044-1.1.223.4.",КД дверь в ВК ПК1002,5961
330471,Охранная подсистема,КД АВ,"1044-1.1.222.1.",МРСБ АВ ПК985,5961
330472,Охранная подсистема,Датчик движения,"1044-1.1.222.2.",ОД АВ ПК985,5961
330475,Охранная подсистема,КД Дверь,"1044-1.1.222.5.",КД отс.дверь ПК984,5961
330474,Охранная подсистема,КД Дверь,"1044-1.1.222.4.",КД дверь в ВК ПК984,5961
330460,Охранная подсистема,КД АВ,"1044-1.1.221.1.",МРСБ АВ ПК981,5961
330461,Охранная подсистема,Датчик движения,"1044-1.1.221.2.",ОД АВ ПК981,5961
330462,Охранная подсистема,КД Дверь,"1044-1.1.221.3.",КД дверь в ВК ПК981,5961
330446,Охранная подсистема,КД АВ,"1044-1.1.220.1.",МРСБ АВ ПК963,5961
330447,Охранная подсистема,Датчик движения,"1044-1.1.220.2.",ОД АВ ПК963,5961
330450,Охранная подсистема,Датчик движения,"1044-1.1.220.5.",ОД ВШ ПК964,5961
330451,Охранная подсистема,КД Дверь,"1044-1.1.220.6.",КД отс.дверь ПК963,5961
330449,Охранная подсистема,КД Дверь,"1044-1.1.220.4.",КД дверь в ВК ПК963,5961
330431,Охранная подсистема,КД АВ,"1044-1.1.218.1.",МРСБ АВ ПК946,5961
330432,Охранная подсистема,Датчик движения,"1044-1.1.218.2.",ОД АВ ПК946,5961
330437,Охранная подсистема,КД АВ,"1044-1.1.218.7.",МРСБ АВ ПК947,5961
330436,Охранная подсистема,Датчик движения,"1044-1.1.218.6.",ОД АВ ПК947,5961
330435,Охранная подсистема,КД Дверь,"1044-1.1.218.5.",КД отс.дверь ПК946,5961
330434,Охранная подсистема,КД Дверь,"1044-1.1.218.4.",КД дверь в ВК ПК946,5961
330422,Охранная подсистема,Датчик движения,"1044-1.1.217.1.",ОД ВШ ПК935,5961
330413,Охранная подсистема,КД Дверь,"1044-1.1.216.4.",КД отс.дверь ПК930,5961
330410,Охранная подсистема,Датчик движения,"1044-1.1.216.1.",ОД ВШ ПК929+7,5961
330411,Охранная подсистема,Датчик движения,"1044-1.1.216.2.",ОД ВШ ПК931,5961
330399,Охранная подсистема,КД Дверь,"1044-1.1.215.2.",КД дверь в ВК ПК909,5961
330398,Охранная подсистема,КД Дверь,"1044-1.1.215.1.",КД отс.дверь ПК909,5961
330401,Охранная подсистема,КД АВ,"1044-1.1.215.4.",МРСБ АВ ПК909,5961
330400,Охранная подсистема,Датчик движения,"1044-1.1.215.3.",ОД АВ ПК909,5961
330263,Охранная подсистема,Датчик движения,"1044-1.1.205.6.",ОД ВШ ПК908,5961
330246,Охранная подсистема,КД АВ,"1044-1.1.204.1.",МРСБ АВ ПК906,5961
330247,Охранная подсистема,Датчик движения,"1044-1.1.204.2.",ОД АВ ПК906,5961
330249,Охранная подсистема,КД Дверь,"1044-1.1.204.5.",КД отс.дверь ПК906,5961
330248,Охранная подсистема,КД Дверь,"1044-1.1.204.3.",КД дверь в ВК ПК906,5961
330236,Охранная подсистема,Датчик движения,"1044-1.1.203.5.",ОД ВШ ПК886,5961
330232,Охранная подсистема,КД АВ,"1044-1.1.203.1.",МРСБ АВ ПК885,5961
330233,Охранная подсистема,Датчик движения,"1044-1.1.203.2.",ОД АВ ПК885,5961
330235,Охранная подсистема,КД Дверь,"1044-1.1.203.4.",КД отс.дверь ПК886,5961
330234,Охранная подсистема,КД Дверь,"1044-1.1.203.3.",КД дверь в ВК ПК885,5961
330219,Охранная подсистема,КД АВ,"1044-1.1.202.1.",МРСБ АВ ПК867,5961
330220,Охранная подсистема,Датчик движения,"1044-1.1.202.2.",ОД АВ ПК867,5961
330223,Охранная подсистема,Датчик движения,"1044-1.1.202.6.",ОД ВШ ПК869,5961
330222,Охранная подсистема,КД Дверь,"1044-1.1.202.5.",КД отс.дверь ПК868,5961
330221,Охранная подсистема,КД Дверь,"1044-1.1.202.3.",КД дверь в ВК ПК867,5961
330206,Охранная подсистема,КД АВ,"1044-1.1.201.1.",КД сопр. ПК864 с ЦДТ,5961
330208,Охранная подсистема,КД АВ,"1044-1.1.201.3.",МРСБ АВ ПК864,5961
330209,Охранная подсистема,Датчик движения,"1044-1.1.201.4.",ОД АВ ПК864,5961
330207,Охранная подсистема,КД Дверь,"1044-1.1.201.2.",КД дверь в ВК ПК864,5961
330692,Охранная подсистема,КД АВ,"1044-1.1.239.1.",МРСБ АВ ПК1172,5961
330693,Охранная подсистема,Датчик движения,"1044-1.1.239.2.",ОД АВ ПК1172,5961
330697,Охранная подсистема,Датчик движения,"1044-1.1.239.6.",ОД ВШ ПК1172,5961
330498,Охранная подсистема,"9-секционный люк","1044-1.1.230.1.",МРСБ 9 секц. люк ПК1021 тело,5961
330500,Охранная подсистема,"9-секционный люк","1044-1.1.230.3.",МРСБ 9 секц. люк ПК1021 тело,5961
330499,Охранная подсистема,"9-секционный люк","1044-1.1.230.2.",МРСБ 9 секц. люк ПК1021 тело,5961
330503,Охранная подсистема,"9-секционный люк","1044-1.1.230.6.",МРСБ 9 секц. люк ПК1021 карман,5961
330502,Охранная подсистема,"9-секционный люк","1044-1.1.230.5.",МРСБ 9 секц. люк ПК1021 карман,5961
330501,Охранная подсистема,"9-секционный люк","1044-1.1.230.4.",МРСБ 9 секц. люк ПК1021 карман,5961
330261,Охранная подсистема,"9-секционный люк","1044-1.1.205.4.",МРСБ 9 секц. люк ПК908,5961
330262,Охранная подсистема,"9-секционный люк","1044-1.1.205.5.",МРСБ 9 секц. люк ПК908,5961
330260,Охранная подсистема,"9-секционный люк","1044-1.1.205.3.",МРСБ 9 секц. люк ПК908,5961
330258,Охранная подсистема,Датчик движения,"1044-1.1.205.1.",ОД ВШ ПК0 Г0 ПК0 дв.Лен.131,5961
330259,Охранная подсистема,КД Дверь,"1044-1.1.205.2.",КД дверь ПК908 в гал.,5961
334938,Охранная подсистема,КД Дверь,"1044-1.1.236.4.",КД отс.дверь ПК1138,5961
334776,Пожарная охрана,Датчик дыма,"1051-1.1.919.126.",Дым ПК1195 ур.1,5962
334775,Пожарная охрана,Датчик дыма,"1051-1.1.919.125.",Дым ПК1194+6,5962
334774,Пожарная охрана,Датчик дыма,"1051-1.1.919.124.",Дым ПК1193+8,5962
334773,Пожарная охрана,Датчик дыма,"1051-1.1.919.123.",Дым ПК1193+1,5962
334772,Пожарная охрана,Датчик дыма,"1051-1.1.919.122.",Дым ПК1192+3,5962
334688,Пожарная охрана,Датчик дыма,"1051-1.1.917.112.",Дым ПК1148,5962
334771,Пожарная охрана,Датчик дыма,"1051-1.1.919.121.",Дым ПК1191+6,5962
334770,Пожарная охрана,Датчик дыма,"1051-1.1.919.120.",Дым ПК1190+7,5962
334687,Пожарная охрана,Датчик дыма,"1051-1.1.917.111.",Дым ПК1147+2,5962
334769,Пожарная охрана,Датчик дыма,"1051-1.1.919.119.",Дым ПК1189+5,5962
334686,Пожарная охрана,Датчик дыма,"1051-1.1.917.110.",Дым ПК1146+1,5962
334631,Пожарная охрана,Ручной извещатель,"1051-1.1.916.17.",ИПР ПК1137,5962
334768,Пожарная охрана,Датчик дыма,"1051-1.1.919.118.",Дым ПК1188+6,5962
334685,Пожарная охрана,Датчик дыма,"1051-1.1.917.109.",Дым ПК1145+1,5962
334630,Пожарная охрана,Ручной извещатель,"1051-1.1.916.16.",ИПР ПК1132,5962
334767,Пожарная охрана,Датчик дыма,"1051-1.1.919.117.",Дым ПК1187+7,5962
334684,Пожарная охрана,Датчик дыма,"1051-1.1.917.108.",Дым ПК1144+1,5962
334629,Пожарная охрана,Ручной извещатель,"1051-1.1.916.15.",ИПР ПК1128,5962
334766,Пожарная охрана,Датчик дыма,"1051-1.1.919.116.",Дым ПК1186+8,5962
334765,Пожарная охрана,Датчик дыма,"1051-1.1.919.115.",Дым ПК1185+9,5962
334683,Пожарная охрана,Датчик дыма,"1051-1.1.917.107.",Дым ПК1143+2,5962
334764,Пожарная охрана,Датчик дыма,"1051-1.1.919.114.",Дым ПК1185,5962
334762,Пожарная охрана,Датчик дыма,"1051-1.1.919.112.",Дым ПК1183+2,5962
334682,Пожарная охрана,Датчик дыма,"1051-1.1.917.106.",Дым ПК1142+1,5962
334761,Пожарная охрана,Датчик дыма,"1051-1.1.919.111.",Дым ПК1182+3,5962
334760,Пожарная охрана,Датчик дыма,"1051-1.1.919.110.",Дым ПК1181+4,5962
334681,Пожарная охрана,Датчик дыма,"1051-1.1.917.105.",Дым ПК1141+4,5962
334759,Пожарная охрана,Датчик дыма,"1051-1.1.919.109.",Дым ПК1180+5,5962
334758,Пожарная охрана,Датчик дыма,"1051-1.1.919.108.",Дым ПК1179+6,5962
334757,Пожарная охрана,Датчик дыма,"1051-1.1.919.107.",Дым ПК1178+7,5962
334756,Пожарная охрана,Датчик дыма,"1051-1.1.919.106.",Дым ПК1177+8,5962
334755,Пожарная охрана,Датчик дыма,"1051-1.1.919.105.",Дым ПК1176+9,5962
334754,Пожарная охрана,Датчик дыма,"1051-1.1.919.104.",Дым ПК1176,5962
334680,Пожарная охрана,Датчик дыма,"1051-1.1.917.104.",Дым ПК1140+5,5962
334628,Пожарная охрана,Ручной извещатель,"1051-1.1.916.14.",ИПР ПК1124,5962
334516,Пожарная охрана,Датчик дыма,"1051-1.1.913.127.",Дым ПК1050 Г1 ПК22+9,5962
334418,Пожарная охрана,Датчик дыма,"1051-1.1.911.115.",Дым ПК1035+1,5962
334390,Пожарная охрана,Датчик дыма,"1051-1.1.910.133.",Дым ПК1022+7,5962
334366,Пожарная охрана,Датчик дыма,"1051-1.1.910.109.",Дым ПК1006+1,5962
334331,Пожарная охрана,Датчик дыма,"1051-1.1.909.107.",Дым ПК995+4,5962
334317,Пожарная охрана,Датчик дыма,"1051-1.1.908.157.",Дым ПК983+8,5962
334296,Пожарная охрана,Датчик дыма,"1051-1.1.908.136.",Дым ПК971+3,5962
334275,Пожарная охрана,Датчик дыма,"1051-1.1.908.115.",Дым ПК959+4,5962
334256,Пожарная охрана,Ручной извещатель,"1051-1.1.908.14.",ИПР ПК963,5962
334231,Пожарная охрана,Датчик дыма,"1051-1.1.907.139.",Дым ПК935+3,5962
334213,Пожарная охрана,Датчик дыма,"1051-1.1.907.121.",Дым ПК921+3,5962
334196,Пожарная охрана,Датчик дыма,"1051-1.1.907.104.",Дым ПК909+5,5962
334043,Пожарная охрана,Датчик дыма,"1051-1.1.903.141.",Дым ПК908+5,5962
333962,Пожарная охрана,Датчик дыма,"1051-1.1.902.114.",Дым ПК907,5962
333979,Пожарная охрана,Датчик дыма,"1051-1.1.902.131.",Дым ПК899+7,5962
333998,Пожарная охрана,Датчик дыма,"1051-1.1.902.150.",Дым ПК886+8,5962
333934,Пожарная охрана,Датчик дыма,"1051-1.1.901.135.",Дым ПК885+3,5962
333921,Пожарная охрана,Датчик дыма,"1051-1.1.901.122.",Дым ПК874+3,5962
334753,Пожарная охрана,Датчик дыма,"1051-1.1.919.103.",Дым ПК1175+1,5962
334679,Пожарная охрана,Датчик дыма,"1051-1.1.917.103.",Дым ПК1139+7,5962
334627,Пожарная охрана,Ручной извещатель,"1051-1.1.916.13.",ИПР ПК1119,5962
334515,Пожарная охрана,Датчик дыма,"1051-1.1.913.126.",Дым ПК1050 Г1 ПК22,5962
334417,Пожарная охрана,Датчик дыма,"1051-1.1.911.114.",Дым ПК1034+2,5962
334389,Пожарная охрана,Датчик дыма,"1051-1.1.910.132.",Дым ПК1021+8,5962
334365,Пожарная охрана,Датчик дыма,"1051-1.1.910.108.",Дым ПК1005+2,5962
334332,Пожарная охрана,Датчик дыма,"1051-1.1.909.108.",Дым ПК994+6,5962
334318,Пожарная охрана,Датчик дыма,"1051-1.1.908.158.",Дым ПК983+5,5962
334295,Пожарная охрана,Датчик дыма,"1051-1.1.908.135.",Дым ПК970+1,5962
334274,Пожарная охрана,Датчик дыма,"1051-1.1.908.114.",Дым ПК958+6,5962
334255,Пожарная охрана,Ручной извещатель,"1051-1.1.908.13.",ИПР ПК960,5962
334230,Пожарная охрана,Датчик дыма,"1051-1.1.907.138.",Дым ПК934+4,5962
334212,Пожарная охрана,Датчик дыма,"1051-1.1.907.120.",Дым ПК920+4,5962
334195,Пожарная охрана,Датчик дыма,"1051-1.1.907.103.",Дым ПК909+3,5962
334014,Пожарная охрана,Датчик дыма,"1051-1.1.903.112.",Дым ПК908+4,5962
333963,Пожарная охрана,Датчик дыма,"1051-1.1.902.115.",Дым ПК907,5962
333980,Пожарная охрана,Датчик дыма,"1051-1.1.902.132.",Дым ПК898+8,5962
333994,Пожарная охрана,Датчик дыма,"1051-1.1.902.146.",Дым ПК886+8,5962
334752,Пожарная охрана,Датчик дыма,"1051-1.1.919.102.",Дым ПК1174+2,5962
334678,Пожарная охрана,Датчик дыма,"1051-1.1.917.102.",Дым ПК1139,5962
334626,Пожарная охрана,Ручной извещатель,"1051-1.1.916.12.",ИПР ПК1115,5962
334514,Пожарная охрана,Датчик дыма,"1051-1.1.913.125.",Дым ПК1050 Г1 ПК21+1,5962
334416,Пожарная охрана,Датчик дыма,"1051-1.1.911.113.",Дым ПК1033+2,5962
334387,Пожарная охрана,Датчик дыма,"1051-1.1.910.130.",Дым ПК1021+8,5962
334364,Пожарная охрана,Датчик дыма,"1051-1.1.910.107.",Дым ПК1004+3,5962
334333,Пожарная охрана,Датчик дыма,"1051-1.1.909.109.",Дым ПК993+8,5962
334315,Пожарная охрана,Датчик дыма,"1051-1.1.908.155.",Дым ПК983+2,5962
334294,Пожарная охрана,Датчик дыма,"1051-1.1.908.134.",Дым ПК969+5,5962
334273,Пожарная охрана,Датчик дыма,"1051-1.1.908.113.",Дым ПК957+8,5962
334254,Пожарная охрана,Ручной извещатель,"1051-1.1.908.12.",ИПР ПК955,5962
334229,Пожарная охрана,Датчик дыма,"1051-1.1.907.137.",Дым ПК933+6,5962
334211,Пожарная охрана,Датчик дыма,"1051-1.1.907.119.",Дым ПК919+7,5962
334194,Пожарная охрана,Датчик дыма,"1051-1.1.907.102.",Дым ПК909,5962
